Name,Season,Region,Games,Win rate,K:D,GPM,GDM,Game duration,Kills / game,Deaths / game,Towers killed,Towers lost,FB%,FT%,FOS%,DRAPG,DRA%,VGPG,HER%,ATAKHAN%,DRA@15,TD@15,GD@15,PPG,NASHPG,NASH%,CSM,DPM,WPM,VWPM,WCPM,Tier
Fnatic Rising,9,UK,36,0.667,1.55,1856,150,1900-01-01 09:04:00,16.0,10.3,7.4,4.8,61.1,69.4,47.599999999999994,2.97,66.5,2.8,75.0,47.25,1.31,0.6,1827.0,4.18,1.03,67.6,31.8,1872.0,3.6,1.42,1.38,3
For The Win eSports Club,9,PT,40,0.825,1.99,1927,354,1900-01-01 06:10:00,15.9,8.0,8.4,2.4,67.5,75.0,47.599999999999994,2.38,74.9,2.8,55.0,47.25,0.78,1.1,3201.0,4.18,0.93,83.8,32.3,2060.0,2.7,1.06,1.22,3
FTV Esports,9,VN,68,0.338,0.77,1774,-146,1900-01-01 07:14:00,12.8,16.5,4.5,7.8,42.6,41.2,47.599999999999994,1.5,35.8,2.8,52.9,47.25,0.68,-0.6,-1137.0,4.18,0.54,35.7,32.0,1789.0,3.7,1.43,1.49,3
Funplus Phoenix,9,CN,110,0.773,1.59,1938,226,1900-01-01 07:11:00,16.3,10.3,7.8,3.7,43.6,42.7,47.599999999999994,2.67,67.9,2.8,68.2,47.25,1.32,0.7,1530.0,4.18,0.97,75.3,33.2,1865.0,3.6,1.27,1.53,1
Furious Gaming,9,LAT,47,0.383,0.99,1758,-22,1900-01-01 12:00:00,10.7,10.8,5.3,6.8,59.6,36.2,47.599999999999994,2.09,44.2,2.8,54.3,47.25,0.83,0.0,369.0,4.18,0.68,48.7,32.4,1731.0,3.7,1.39,1.48,3
G-Rex,9,TW,75,0.453,0.87,1737,-71,1900-01-01 09:46:00,11.0,12.6,5.7,6.0,46.7,54.7,47.599999999999994,1.97,43.2,2.8,49.3,47.25,0.72,-0.1,-707.0,4.18,0.68,47.4,32.0,1645.0,3.6,1.41,1.48,3
G2 Esports,9,EUW,92,0.696,1.28,1919,171,1900-01-01 06:07:00,16.7,13.0,7.3,4.5,56.5,52.2,47.599999999999994,1.83,56.5,2.8,55.6,47.25,0.64,0.5,1250.0,4.18,0.57,55.5,32.6,2018.0,3.7,1.23,1.51,2
G2 Heretics,9,ES,50,0.56,1.22,1824,77,1900-01-01 09:31:00,14.2,11.6,7.0,5.0,60.0,64.0,47.599999999999994,2.4,56.3,2.8,46.0,47.25,1.06,0.3,1105.0,4.18,0.76,57.8,32.4,1859.0,3.3,1.44,1.29,3
Galakticos,9,TR,36,0.194,0.59,1670,-208,1900-01-01 08:02:00,8.8,14.8,4.3,8.1,41.7,44.4,47.599999999999994,1.61,36.6,2.8,52.9,47.25,0.78,0.1,-570.0,4.18,0.31,24.7,30.9,1512.0,3.4,1.35,1.27,3
Galatasaray Esports,9,TR,49,0.531,1.04,1785,9,1900-01-01 09:30:00,14.6,14.0,6.5,5.9,46.9,51.0,47.599999999999994,2.31,52.3,2.8,51.0,47.25,0.78,-0.2,115.0,4.18,0.82,52.3,30.5,2014.0,3.2,1.17,1.3,3
GAM Esports,9,VN,79,0.57,1.21,1866,65,1900-01-01 07:47:00,16.1,13.3,6.5,5.1,48.1,53.2,47.599999999999994,1.94,48.6,2.8,58.4,47.25,0.72,0.3,541.0,4.18,0.62,49.5,33.0,1920.0,3.4,1.26,1.38,3
Gambit Esports,9,CIS,38,0.711,1.33,1860,173,1900-01-01 08:29:00,16.1,12.0,7.7,3.9,55.3,63.2,47.599999999999994,2.63,64.1,2.8,48.6,47.25,1.0,0.5,1548.0,4.18,0.89,63.6,31.1,2062.0,3.3,1.18,1.41,3
Gamers Origin,9,FR,39,0.538,1.07,1873,73,1900-01-01 07:42:00,15.9,14.8,6.4,5.7,61.5,64.1,47.599999999999994,2.05,50.0,2.8,53.8,47.25,0.92,0.4,937.0,4.18,0.85,57.7,32.4,2053.0,3.1,1.25,1.34,3
GeekCase eSports,9,PT,21,0.333,0.81,1695,-163,1900-01-01 07:41:00,13.8,17.1,4.4,7.3,42.9,19.0,47.599999999999994,1.52,37.3,2.8,38.1,47.25,0.43,-1.0,-1900.0,4.18,0.48,35.1,29.2,1826.0,2.9,1.06,1.05,3
Gen.G eSports,9,KR,97,0.464,0.96,1765,-34,1900-01-01 10:26:00,9.0,9.3,5.2,6.5,53.6,29.9,47.599999999999994,1.94,43.7,2.8,29.5,47.25,0.56,-0.3,-322.0,4.18,0.63,48.2,33.9,1548.0,3.9,1.44,1.83,1
Golden Guardians,9,NA,43,0.442,0.88,1763,-31,1900-01-01 10:33:00,10.8,12.2,5.9,6.8,51.2,53.5,47.599999999999994,2.72,56.4,2.8,55.8,47.25,0.98,-0.2,-34.0,4.18,0.7,47.0,33.0,1878.0,3.5,1.32,1.54,2
Golden Guardians Academy,9,NA,44,0.568,1.13,1825,99,1900-01-01 10:10:00,13.9,12.3,7.3,5.1,65.9,61.4,47.599999999999994,2.66,56.7,2.8,65.9,47.25,1.0,0.7,1847.0,4.18,0.8,55.3,31.6,1964.0,3.4,1.37,1.31,2
Gravitas,9,OCE,42,0.405,0.89,1764,-74,1900-01-01 06:59:00,11.2,12.6,5.1,6.7,54.8,33.3,47.599999999999994,1.52,39.7,2.8,47.6,47.25,0.52,-0.2,-456.0,4.18,0.62,42.9,32.5,1687.0,3.2,1.24,1.27,3
Griffin,9,KR,110,0.709,1.79,1913,206,1900-01-01 08:53:00,12.6,7.1,7.3,3.7,67.3,69.1,47.599999999999994,2.46,60.3,2.8,55.0,47.25,0.79,0.4,1630.0,4.18,0.72,67.2,36.4,1727.0,3.8,1.39,1.8,1
Grow Up eSports,9,PT,33,0.182,0.6,1587,-320,1900-01-01 07:49:00,10.8,18.0,3.2,8.5,45.5,36.4,47.599999999999994,1.18,26.2,2.8,36.4,47.25,0.58,-0.6,-1936.0,4.18,0.33,20.6,28.3,1695.0,2.6,1.04,0.89,3
Hanwha Life eSports,9,KR,93,0.452,0.93,1736,-61,1900-01-01 09:23:00,9.7,10.5,5.2,6.3,48.4,49.5,47.599999999999994,1.88,42.0,2.8,53.3,47.25,0.71,-0.1,-268.0,4.18,0.65,46.3,32.9,1559.0,3.9,1.53,1.78,1
Hexagone eSports,9,PT,34,0.529,1.13,1760,2,1900-01-01 08:46:00,13.6,12.1,5.5,6.1,47.1,58.8,47.599999999999994,1.82,45.4,2.8,32.4,47.25,0.59,0.2,84.0,4.18,0.62,48.4,30.2,1828.0,2.8,0.94,1.01,3
HG Esports,9,IT,14,0.143,0.59,1587,-365,1900-01-01 07:04:00,9.9,16.9,2.1,9.4,50.0,21.4,47.599999999999994,1.14,27.4,2.8,14.3,47.25,0.5,-1.4,-2646.0,4.18,0.21,14.3,28.4,1585.0,2.5,0.9,1.12,3
Hong Kong Attitude,9,TW,91,0.549,1.07,1841,78,1900-01-01 09:16:00,11.9,11.1,6.5,5.8,51.6,56.0,47.599999999999994,2.48,55.3,2.8,40.7,47.25,0.92,0.0,314.0,4.18,0.84,58.7,33.5,1737.0,3.4,1.19,1.48,3
iDomina eSports,9,IT,17,0.353,0.7,1743,-167,1900-01-01 09:23:00,14.3,20.5,5.1,7.3,41.2,52.9,47.599999999999994,2.12,46.8,2.8,37.5,47.25,0.76,0.1,-705.0,4.18,0.71,28.1,30.5,2139.0,3.0,0.93,1.11,3
Illuminar Gaming,10,PL,84,0.595,1.2,1850,125,1900-01-01 08:11:00,14.6,12.2,6.9,5.1,60.7,61.9,47.599999999999994,2.18,56.9,2.8,64.3,47.25,0.93,0.2,815.0,4.18,0.79,61.4,32.6,2020.0,3.2,1.23,1.24,3
Inaequalis,9,CZ,11,0.364,0.71,1662,-177,1900-01-01 08:41:00,10.5,14.5,5.0,7.6,27.3,18.2,47.599999999999994,1.91,41.2,2.8,18.2,47.25,1.0,-0.8,-1796.0,4.18,0.73,36.7,29.5,1583.0,2.6,1.07,1.07,3
Indictive Esports,9,PL,15,0.267,0.73,1675,-208,1900-01-01 10:50:00,11.6,16.0,4.1,7.7,66.7,33.3,47.599999999999994,1.27,31.0,2.8,20.0,47.25,0.4,-0.2,-400.0,4.18,0.4,22.2,30.8,1785.0,3.0,1.07,1.19,3
Infinity eSports,9,LAT,53,0.604,1.21,1801,48,1900-01-01 09:25:00,12.8,10.5,6.5,5.3,49.1,56.6,47.599999999999994,2.09,53.2,2.8,54.7,47.25,0.7,0.4,380.0,4.18,0.79,58.8,32.1,1832.0,3.4,1.31,1.46,3
Inside Games,9,CZ,11,0.182,0.67,1665,-228,1900-01-01 07:55:00,10.6,15.9,3.6,8.8,36.4,27.3,47.599999999999994,1.18,33.9,2.8,9.1,47.25,0.45,-0.8,-2286.0,4.18,0.45,22.7,30.8,1755.0,2.9,1.08,1.04,3
Insurgent,9,SEA,15,0.067,0.37,1584,-578,1900-01-01 01:19:00,8.4,22.9,1.3,9.9,20.0,6.7,47.599999999999994,0.33,11.7,2.8,13.3,47.25,0.27,-2.5,-6107.0,4.18,0.13,9.1,28.7,1655.0,2.5,0.92,0.82,3
INTZ eSports,9,BR,67,0.537,1.19,1804,30,1900-01-01 09:19:00,12.4,10.4,6.4,6.1,50.7,56.7,47.599999999999994,1.7,41.4,2.8,50.0,47.25,0.76,0.1,259.0,4.18,0.75,49.2,32.4,1725.0,3.5,1.39,1.42,3
Invictus Gaming,9,CN,127,0.622,1.07,1896,99,1900-01-01 06:48:00,16.6,15.4,6.6,5.2,19.7,35.4,47.599999999999994,1.84,48.0,2.8,22.6,47.25,0.66,0.2,636.0,4.18,0.79,61.6,32.5,2194.0,3.1,1.26,1.41,1
Istanbul Wild Cats,9,TR,36,0.361,0.84,1713,-133,1900-01-01 08:39:00,12.1,14.5,4.4,7.3,50.0,25.0,47.599999999999994,1.78,42.3,2.8,22.2,47.25,0.81,-0.6,-1144.0,4.18,0.86,44.1,31.1,1566.0,3.2,1.13,1.27,3
Isurus Gaming,9,LAT,76,0.658,1.33,1862,141,1900-01-01 09:10:00,13.7,10.3,6.9,5.0,53.9,55.3,47.599999999999994,2.25,55.9,2.8,44.0,47.25,0.84,-0.1,484.0,4.18,0.74,61.0,33.4,1821.0,2.9,1.08,1.4,3
J Team,9,TW,78,0.654,1.24,1835,124,1900-01-01 10:03:00,12.3,9.9,7.4,4.2,52.6,59.0,47.599999999999994,2.59,58.6,2.8,60.3,47.25,0.85,0.2,730.0,4.18,0.92,64.1,33.4,1903.0,3.8,1.38,1.58,3
JD Gaming,9,CN,101,0.495,0.9,1804,-34,1900-01-01 08:09:00,12.6,13.9,5.9,6.2,24.8,27.7,47.599999999999994,1.91,46.7,2.8,75.0,47.25,0.5,0.0,-1236.0,4.18,0.74,50.1,32.2,1841.0,3.4,1.28,1.43,1
Jin Air Green Wings,9,KR,96,0.156,0.61,1648,-261,1900-01-01 10:23:00,7.8,12.6,3.0,8.5,43.8,41.7,47.599999999999994,1.36,28.6,2.8,44.8,47.25,0.55,-0.3,-1180.0,4.18,0.32,23.7,32.4,1491.0,4.1,1.65,1.67,1
K1CK eSports Club,9,PT,35,0.686,1.41,1871,210,1900-01-01 07:31:00,15.3,10.8,7.9,3.9,65.7,74.3,47.599999999999994,2.34,60.2,2.8,57.1,47.25,0.83,0.7,1773.0,4.18,0.94,65.7,31.9,1884.0,2.8,0.99,1.05,3
KaBuM! e-Sports,9,BR,46,0.565,1.07,1845,90,1900-01-01 08:21:00,13.5,12.6,7.0,5.2,47.8,56.5,47.599999999999994,2.48,58.5,2.8,45.7,47.25,0.85,0.2,576.0,4.18,0.72,52.6,33.3,1981.0,3.4,1.43,1.41,3
Kaos Latin Gamers,9,LAT,42,0.262,0.84,1718,-123,1900-01-01 10:49:00,10.4,12.5,4.6,8.3,61.9,33.3,47.599999999999994,1.95,41.2,2.8,52.4,47.25,0.83,-0.4,-927.0,4.18,0.52,29.5,31.8,1650.0,3.3,1.37,1.33,3
Kingzone DragonX,9,KR,109,0.587,1.15,1832,66,1900-01-01 09:22:00,12.1,10.5,6.4,5.3,53.2,58.7,47.599999999999994,2.28,53.6,2.8,57.0,47.25,0.79,0.1,144.0,4.18,0.72,56.3,33.7,1762.0,4.2,1.61,1.81,1
KT Rolster,9,KR,97,0.381,0.86,1745,-81,1900-01-01 10:31:00,10.4,12.1,5.4,6.6,49.5,39.2,47.599999999999994,1.89,41.6,2.8,45.8,47.25,0.62,-0.1,-328.0,4.18,0.6,43.3,33.1,1591.0,3.7,1.38,1.7,1
Legacy eSports,9,OCE,42,0.143,0.52,1636,-306,1900-01-01 06:36:00,8.7,16.6,2.7,8.6,31.0,28.6,47.599999999999994,0.81,20.9,2.8,31.0,47.25,0.36,-1.0,-2199.0,4.18,0.29,20.8,30.0,1491.0,3.1,1.44,1.1,3
LGD Gaming,9,CN,75,0.36,0.79,1750,-121,1900-01-01 08:41:00,11.4,14.3,5.2,7.2,25.3,21.3,47.599999999999994,2.2,50.0,2.8,49.4,47.25,0.83,-0.1,-139.0,4.18,0.47,31.3,31.8,1778.0,3.2,1.22,1.46,1
Liyab Esports,9,SEA,20,0.6,1.44,1919,186,1900-01-01 06:04:00,19.2,13.1,6.8,4.7,55.0,50.0,47.599999999999994,2.0,57.4,2.8,50.0,47.25,0.9,0.1,935.0,4.18,0.8,66.7,30.9,2111.0,3.2,1.14,1.18,3
LNG Esports,9,CN,81,0.457,0.95,1803,-31,1900-01-01 09:15:00,12.3,12.9,5.8,6.6,22.2,9.9,47.599999999999994,2.09,48.8,2.8,49.4,47.25,0.83,-0.1,-139.0,4.18,0.75,51.9,33.1,1760.0,3.5,1.28,1.58,1
Lowkey Esports.Vietnam,9,VN,50,0.58,1.08,1822,-7,1900-01-01 06:25:00,14.5,13.4,6.2,5.8,50.0,52.0,47.599999999999994,1.58,45.1,2.8,50.0,47.25,0.5,0.1,-30.0,4.18,0.72,60.0,30.8,1801.0,3.1,1.24,1.38,3
M19 Team,9,CIS,31,0.323,0.85,1702,-117,1900-01-01 05:23:00,10.9,12.9,3.9,7.0,41.9,35.5,47.599999999999994,1.23,37.7,2.8,35.5,47.25,0.55,-0.3,138.0,4.18,0.26,25.0,30.6,1693.0,3.1,1.16,1.15,3
Mad Lions E.C,9,ES,59,0.593,1.16,1801,83,1900-01-01 09:21:00,13.1,11.3,6.8,5.5,66.1,54.2,47.599999999999994,2.02,47.2,2.8,64.4,47.25,0.85,0.3,635.0,4.18,0.83,55.0,31.7,1835.0,3.2,1.25,1.34,3
MAD Team,9,TW,82,0.5,1.09,1744,-43,1900-01-01 09:34:00,11.1,10.1,5.2,6.5,51.2,26.8,47.599999999999994,1.95,46.2,2.8,36.3,47.25,0.73,-0.5,-829.0,4.18,0.63,49.6,32.1,1690.0,3.6,1.46,1.43,3
Mammoth eSports,9,OCE,57,0.632,1.32,1854,111,1900-01-01 08:23:00,14.5,11.0,6.7,5.4,50.9,61.4,47.599999999999994,2.39,59.4,2.8,63.2,47.25,0.91,0.1,511.0,4.18,0.81,58.0,32.8,1799.0,2.9,1.14,1.41,3
MEGA,9,SEA,36,0.722,1.69,1911,253,1900-01-01 08:02:00,15.6,9.2,7.9,3.7,63.9,83.3,47.599999999999994,2.42,66.5,2.8,61.1,47.25,0.92,1.1,3097.0,4.18,0.69,57.6,33.6,1917.0,3.0,1.16,1.4,3
Misfits,9,EUW,36,0.389,0.75,1770,-101,1900-01-01 08:05:00,10.8,14.3,5.6,6.8,55.6,50.0,47.599999999999994,1.94,49.1,2.8,54.3,47.25,0.72,0.2,-332.0,4.18,0.69,40.0,32.7,1654.0,3.4,1.39,1.28,2
Misfits Premier,9,FR,75,0.613,0.96,1907,114,1900-01-01 06:58:00,15.5,16.2,7.1,4.9,34.7,56.0,47.599999999999994,1.93,52.3,2.8,50.7,47.25,0.71,0.4,449.0,4.18,0.75,56.6,33.0,2117.0,3.1,1.16,1.27,3
MnM Gaming,9,UK,17,0.588,1.0,1805,37,1900-01-01 08:19:00,12.5,12.5,7.2,4.9,41.2,52.9,47.599999999999994,2.29,53.7,2.8,64.7,47.25,1.0,0.2,-252.0,4.18,0.71,48.4,32.4,1724.0,2.7,1.04,1.31,3
MOBA ROG,9,IT,31,0.29,0.74,1675,-157,1900-01-01 08:16:00,10.9,14.7,4.0,7.5,54.8,32.3,47.599999999999994,1.77,40.9,2.8,45.2,47.25,0.81,0.0,-166.0,4.18,0.45,32.2,30.0,1730.0,3.0,1.18,1.08,3
Mousesports,9,DE,9,0.556,1.16,1821,57,1900-01-01 10:14:00,14.0,12.1,6.2,5.0,66.7,33.3,47.599999999999994,1.89,47.2,2.8,55.6,47.25,0.67,-0.1,548.0,4.18,0.78,56.3,33.2,1971.0,3.2,1.37,1.71,3
Movistar Riders,9,ES,44,0.477,1.05,1741,-47,1900-01-01 11:32:00,13.1,12.5,6.0,6.6,45.5,47.7,47.599999999999994,2.45,50.8,2.8,52.3,47.25,0.82,0.0,-289.0,4.18,0.86,47.3,30.6,1718.0,3.4,1.36,1.32,3
OMG,9,CN,70,0.271,0.7,1728,-195,1900-01-01 07:41:00,10.8,15.4,3.9,7.8,12.9,11.4,47.599999999999994,1.49,33.8,2.8,49.4,47.25,0.83,-0.1,-139.0,4.18,0.43,29.8,32.1,1631.0,3.2,1.21,1.3,1
OpTic Gaming,9,NA,41,0.415,0.8,1746,-39,1900-01-01 11:00:00,9.4,11.7,6.1,6.7,56.1,43.9,47.599999999999994,2.17,47.8,2.8,50.0,47.25,0.88,0.0,8.0,4.18,0.83,47.0,32.3,1702.0,3.6,1.45,1.6,2
OpTic Gaming Academy,9,NA,36,0.361,0.84,1751,-67,1900-01-01 09:01:00,11.5,13.6,5.4,6.7,55.6,36.1,47.599999999999994,1.89,44.8,2.8,25.0,47.25,0.75,0.1,-528.0,4.18,0.53,38.1,32.1,1781.0,3.2,1.17,1.29,2
Order,9,OCE,66,0.5,0.94,1789,-23,1900-01-01 09:19:00,14.2,15.0,6.2,6.4,51.5,50.0,47.599999999999994,1.95,47.1,2.8,31.8,47.25,0.61,-0.2,-531.0,4.18,0.85,53.5,30.9,1976.0,3.1,1.22,1.32,3
Origen,9,EUW,55,0.491,0.99,1787,-2,1900-01-01 08:36:00,11.4,11.5,5.9,5.8,50.9,45.5,47.599999999999994,2.24,57.1,2.8,45.5,47.25,0.84,-0.1,97.0,4.18,0.56,49.7,32.7,1718.0,3.4,1.29,1.36,3
Origen BCN,9,ES,64,0.594,1.18,1777,32,1900-01-01 10:44:00,12.6,10.7,6.4,5.8,48.4,43.8,47.599999999999994,2.25,49.1,2.8,43.8,47.25,0.73,-0.2,-211.0,4.18,0.64,49.7,31.4,1927.0,3.1,1.11,1.27,3
Outplayed,9,IT,40,0.575,1.21,1831,81,1900-01-01 08:18:00,15.4,12.6,6.5,5.6,57.5,42.5,47.599999999999994,2.1,46.8,2.8,50.0,47.25,0.95,-0.2,72.0,4.18,0.88,57.5,31.5,1939.0,2.7,0.97,1.12,3
paiN Gaming,9,BR,21,0.476,1.2,1781,-6,1900-01-01 11:34:00,14.5,12.1,5.7,6.5,42.9,57.1,47.599999999999994,1.52,33.5,2.8,57.1,47.25,0.48,-0.1,368.0,4.18,0.52,42.5,32.1,1808.0,3.6,1.46,1.64,3
Penguins,9,ES,46,0.478,0.86,1752,-64,1900-01-01 10:32:00,12.0,14.0,5.9,6.5,54.3,52.2,47.599999999999994,2.3,48.7,2.8,71.7,47.25,0.87,0.4,59.0,4.18,0.67,40.2,31.4,1753.0,3.5,1.33,1.26,3
Phelan Gaming,9,UK,10,0.3,0.66,1638,-182,1900-01-01 08:55:00,9.4,14.3,3.8,8.7,50.0,30.0,47.599999999999994,2.2,45.0,2.8,40.0,47.25,0.8,-1.2,-2215.0,4.18,0.4,27.8,30.2,1785.0,3.6,1.45,1.2,3
Piast Gliwice Esports,9,PL,20,0.35,0.75,1694,-184,1900-01-01 08:02:00,11.4,15.1,4.5,7.3,35.0,50.0,47.599999999999994,1.45,41.1,2.8,40.0,47.25,0.6,-0.6,-1497.0,4.18,0.5,35.1,31.9,1837.0,3.4,1.49,1.16,3
piratesports,10,PL,23,0.435,0.84,1723,-97,1900-01-01 09:44:00,12.4,14.8,5.0,6.4,47.8,47.8,47.599999999999994,2.3,48.2,2.8,60.9,47.25,0.87,0.1,-436.0,4.18,0.7,42.8,30.9,1667.0,3.4,1.39,1.29,3
Pixel eSports Club,9,LAT,46,0.37,0.73,1732,-93,1900-01-01 10:22:00,9.8,13.5,5.8,6.8,45.7,52.2,47.599999999999994,2.02,44.7,2.8,32.6,47.25,0.87,0.0,-175.0,4.18,0.72,42.0,31.8,1732.0,3.3,1.45,1.35,3
Pompa Team,9,PL,29,0.724,1.42,1885,203,1900-01-01 06:33:00,14.0,9.9,7.2,3.7,51.7,72.4,47.599999999999994,2.52,73.8,2.8,51.7,47.25,1.03,1.1,1735.0,4.18,0.86,71.4,33.8,1891.0,2.7,0.96,1.14,3
PRIDE,10,PL,39,0.538,1.05,1780,9,1900-01-01 08:42:00,12.6,11.8,5.8,5.9,51.3,41.0,47.599999999999994,2.13,47.2,2.8,38.5,47.25,0.82,-0.1,77.0,4.18,0.77,50.7,32.1,1779.0,3.1,1.3,1.27,3
ProGaming eSports,9,BR,21,0.095,0.61,1642,-256,1900-01-01 09:46:00,7.7,12.5,2.9,9.4,52.4,19.0,47.599999999999994,0.62,14.9,2.8,33.3,47.25,0.24,-1.1,-2319.0,4.18,0.19,10.8,31.7,1535.0,3.4,1.4,1.18,3
Qlash Forge,9,IT,36,0.639,1.34,1824,105,1900-01-01 10:56:00,15.6,11.6,7.8,4.9,50.0,50.0,47.599999999999994,2.86,59.7,2.8,55.6,47.25,1.22,0.1,760.0,4.18,0.89,53.3,31.4,1978.0,3.1,1.37,1.25,3
QTV Gaming,9,VN,73,0.438,0.88,1801,-68,1900-01-01 08:19:00,13.1,14.8,5.9,6.6,50.7,50.7,47.599999999999994,2.15,49.9,2.8,47.9,47.25,0.85,0.0,-703.0,4.18,0.73,47.1,32.4,1761.0,3.5,1.42,1.48,3
R-SIXTEAM,9,PL,27,0.37,0.92,1731,-100,1900-01-01 10:16:00,13.0,14.0,5.1,7.0,44.4,51.9,47.599999999999994,1.7,42.2,2.8,40.7,47.25,0.63,-0.3,-394.0,4.18,0.67,43.7,31.2,1950.0,3.0,1.03,1.16,3
Racoon,9,IT,34,0.382,0.78,1722,-117,1900-01-01 08:47:00,13.4,17.2,5.5,6.6,55.9,44.1,47.599999999999994,2.21,51.1,2.8,67.6,47.25,0.68,-0.4,-682.0,4.18,0.56,43.8,29.4,1884.0,3.0,1.14,1.13,3
Rainbow7,9,LAT,57,0.544,1.02,1818,38,1900-01-01 09:32:00,11.5,11.3,6.7,5.4,36.8,38.6,47.599999999999994,2.37,55.0,2.8,50.0,47.25,0.89,-0.3,-491.0,4.18,0.86,55.2,33.3,1752.0,3.5,1.33,1.4,3
Random 5,9,EUW,5,0.2,0.62,1677,-238,1900-01-01 05:11:00,9.6,15.2,2.6,8.4,40.0,20.0,47.599999999999994,1.0,25.0,2.8,40.0,47.25,0.8,-0.2,-811.0,4.18,0.4,20.0,30.8,1466.0,2.6,0.92,1.01,3
Rascal Jester,9,JP,42,0.262,0.61,1639,-248,1900-01-01 07:29:00,10.1,16.6,3.4,7.7,45.2,23.8,47.599999999999994,1.71,41.0,2.8,47.6,47.25,0.67,-0.6,-1390.0,4.18,0.48,33.8,29.8,1698.0,3.0,1.07,1.21,3
Redemption POA,9,BR,47,0.447,0.91,1758,-57,1900-01-01 10:47:00,12.3,13.6,5.8,6.6,42.6,38.3,47.599999999999994,2.53,52.7,2.8,34.8,47.25,1.02,-0.3,-293.0,4.18,0.74,43.6,32.1,1810.0,3.6,1.48,1.34,3
ROG Esport,9,FR,38,0.474,1.0,1787,-30,1900-01-01 08:53:00,14.9,14.9,5.8,6.1,44.7,57.9,47.599999999999994,2.55,56.8,2.8,40.5,47.25,0.89,0.1,-415.0,4.18,0.68,46.9,31.0,1994.0,3.4,1.48,1.27,3
Rogue,9,EUW,43,0.302,0.83,1702,-164,1900-01-01 08:01:00,11.0,13.3,4.5,7.5,41.9,37.2,47.599999999999994,1.53,36.2,2.8,46.5,47.25,0.67,-0.5,-1407.0,4.18,0.35,32.9,31.2,1595.0,3.3,1.22,1.19,2
Rogue Esports Club,9,PL,62,0.694,1.4,1886,183,1900-01-01 08:51:00,15.1,10.8,7.6,4.1,56.5,64.5,47.599999999999994,2.48,59.6,2.8,51.6,47.25,0.89,0.5,1210.0,4.18,0.81,61.4,33.0,1951.0,3.2,1.14,1.22,3
Rogue Warriors,9,CN,70,0.314,0.75,1746,-171,1900-01-01 08:08:00,10.8,14.4,4.2,7.6,15.7,14.3,47.599999999999994,1.69,38.9,2.8,49.4,47.25,0.83,-0.1,-139.0,4.18,0.47,32.8,32.1,1700.0,3.5,1.3,1.31,1
RoX,9,CIS,28,0.393,0.93,1744,-34,1900-01-01 06:37:00,11.9,12.8,4.5,6.2,50.0,46.4,47.599999999999994,1.61,41.7,2.8,48.1,47.25,0.93,0.2,371.0,4.18,0.43,37.5,30.5,1806.0,3.1,1.28,1.18,3
Royal Never Give Up,9,CN,93,0.624,1.24,1857,79,1900-01-01 08:30:00,14.2,11.5,6.8,5.0,29.0,34.4,47.599999999999994,2.29,55.3,2.8,42.9,47.25,1.14,0.1,530.0,4.18,0.66,57.3,32.7,1795.0,3.8,1.48,1.73,1
Royal Youth,9,TR,60,0.717,1.29,1859,167,1900-01-01 07:49:00,14.4,11.1,7.4,4.0,61.7,70.0,47.599999999999994,2.25,63.2,2.8,62.7,47.25,0.93,0.7,1003.0,4.18,0.78,63.8,32.2,1845.0,3.3,1.15,1.37,3
S2V Esports,9,ES,36,0.361,0.79,1738,-82,1900-01-01 09:52:00,12.1,15.2,5.0,7.1,41.7,38.9,47.599999999999994,1.92,39.0,2.8,19.4,47.25,0.81,-0.3,-600.0,4.18,0.56,36.4,31.6,1943.0,3.1,1.22,1.27,3
SAMCLAN Esports Club,9,PT,21,0.333,0.85,1700,-153,1900-01-01 08:17:00,13.9,16.4,3.9,7.6,19.0,23.8,47.599999999999994,1.95,41.7,2.8,47.6,47.25,0.86,-0.5,-1306.0,4.18,0.52,33.3,29.9,1755.0,2.6,0.9,1.06,3
Samsung Morning Stars,9,IT,42,0.571,1.08,1842,110,1900-01-01 07:03:00,14.8,13.7,6.5,5.4,47.6,59.5,47.599999999999994,1.95,51.8,2.8,48.8,47.25,0.64,0.3,684.0,4.18,0.81,61.5,31.2,1927.0,3.0,0.97,1.3,3
Sandbox Gaming,9,KR,99,0.576,0.92,1816,38,1900-01-01 09:58:00,10.5,11.4,6.6,4.8,45.5,61.6,47.599999999999994,2.69,60.4,2.8,51.5,47.25,0.91,0.1,175.0,4.18,0.78,56.9,34.6,1731.0,3.9,1.48,1.94,1
Sengoku Gaming,9,JP,42,0.405,0.77,1731,-62,1900-01-01 09:57:00,10.2,13.2,5.3,6.5,47.6,59.5,47.599999999999994,1.98,46.0,2.8,41.5,47.25,0.93,0.2,127.0,4.18,0.67,48.3,32.0,1652.0,3.3,1.28,1.55,3
SK Gaming,9,EUW,42,0.429,0.83,1772,-54,1900-01-01 08:58:00,11.5,13.8,5.5,6.8,50.0,50.0,47.599999999999994,1.81,47.7,2.8,40.0,47.25,0.66,-0.1,-494.0,4.18,0.67,53.1,32.5,1793.0,3.2,1.28,1.4,2
SK Gaming Prime,9,DE,17,0.706,1.34,1868,180,1900-01-01 10:52:00,14.6,10.9,8.1,3.9,41.2,70.6,47.599999999999994,3.24,67.1,2.8,58.8,47.25,1.0,0.6,1727.0,4.18,1.12,72.5,32.9,2054.0,3.6,1.26,1.36,3
